,date,tweet
599,19/08/2020,$AAPL Every time you short we buy so give it up 🍎
600,19/08/2020,$AAPL Where’s The Blood. I ONLY See 💸💵💰💴🚀🚀🚀🚀🚀
601,19/08/2020,$AAPL the closest I’ll get to flirting with $2 trillion 😂
602,19/08/2020,$AAPL you know it’s bad 4 bears when their reaction to a .01% drop looks like 👇 😆
603,20/08/2020,Tim Cook. Team Apple. 2 trillion market cap. That is all. Good night! ✌🏻 $AAPL
604,20/08/2020,$AAPL ... who wouldn’t btfd ! 🧠 ✅
605,20/08/2020,$AAPL ppl think we are pumping the most valuable company in the world but realistically the ticker will pump itself with all the catalyst yet to come 🍏💰😁
606,20/08/2020,$AAPL Im so confused but ok 😭
607,20/08/2020,$AAPL 500$ a pop before the stock split 💫💫💫📈📈📈🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
608,20/08/2020,$AAPL i’m 14 lol don’t make fun of me with my small acc it use to be at 500 but made a good amount back thx to apple i hope i can re-enter tmrwww😎💫
609,20/08/2020,$AAPL portfolio up 13% today. Thanks 🍏 as always
610,20/08/2020,$AAPL 🚀🚀🚀 what a day. 500 so close.
611,20/08/2020,$AAPL post those results guys! It’s about time lmao 😂 💪💪
612,20/08/2020,$AAPL somebody want to tell me how crazy 500 sounds again before the split? 🤷🏽‍♂️ I said 472 plus yesterday and look at it now lol But hey I’m just a little RH WeBull New guy dont mind me..
613,21/08/2020,$AAPL okay $480 pre market is a given especially if you think tomorrow is last day to get in before the split 🤣🤣🤣 😘💚🍏🖨️💵💵💵💵💵💵
614,21/08/2020,"$AAPL 
Tim Cook = The Most Underrated CEO ✅"
615,21/08/2020,"$AAPL OK that’s it Admit it, Who lit the 🔥 under 🍏!!"
616,21/08/2020,$AAPL Was kinda joking yesterday- but now; Really gonna hit $500 before split 🤣🤣🍎🍎🍎
617,21/08/2020,$AAPL people shorting APPLE will be homeless on the streets by Monday 🤷🏻‍♂️🤦🏻‍♂️😂🍏🚀💰
618,21/08/2020,$AAPL oh thank goodness I didn’t sell my 8/21 470c yesterday 🚀🚀🚀
619,21/08/2020,$AAPL next week we are doing the Tesla dance here 🤑🤑🤑🤑🤑🤑🤑🤑💰💰💰💰💰💰 🖥 📱
620,21/08/2020,"$AAPL 1.8% away from the lucky 500, easy EOD run when everyone wants in before the split 🤙"
621,21/08/2020,$AAPL 500 in coming quick !! Pull back maybe then 550-600 👀🔥🔥🔥
622,21/08/2020,Getting in on $AAPL  at $155 has forever changed my life 🤑🙏🏾
623,21/08/2020,I love $AAPL but don't go to 500 before I get my check 🙏🙏🙏
624,21/08/2020,"$AAPL let’s goooo vwap 💰 🚀 
Time to add with the big guys"
625,21/08/2020,"$AAPL starting to believe this is going to 500 today, everyone gonna steam in for power hour to get the split 🚀🚀🚀💰💰💰💰🚀🚀🚀💰"
626,21/08/2020,$AAPL 500$!! Incoming!! Send it!💚
627,21/08/2020,$AAPL no one is gonna sell aapl 🤑
628,21/08/2020,$AAPL all the bears come out EOD. I just made a 30% return OMG!!!😂😂😂
629,21/08/2020,$AAPL what a day do AAPL have a nice weekend shorts 😂
630,21/08/2020,$AAPL gonna hold for 2 months 😍
631,21/08/2020,$AAPL As of now it will take about 10mil in buys to break 500. But only 7mil between 500 and 550😃🤑
632,22/08/2020,"$AAPL Millions of people working from home, schools going online, 5G iPhones coming, Apple will continue to rise. 🚀🍏🚀🍏"
633,22/08/2020,$AAPL Bears 🐻 where the F are you B how much money did lose the passed 2 months.
634,22/08/2020,$AAPL Working  hard for money is a good thing but money working hard for you is a better ! 💰💰🏦🏦Financial Freedom!
635,23/08/2020,$AAPL any chance this just sells off Tuesday morning ? Guys 🤷🏻‍♂️👀
636,23/08/2020,$AAPL added funds and hopefully I have access to some tomorrow so I can buy a call 🙏🏼
637,23/08/2020,$AAPL This could go crazy on multiples next 5 days. Is it Monday yet? 😂
638,23/08/2020,$AAPL I seen my call hit 12.45 I’m pretty sure she’s ganna rip this week🙏🏽
639,23/08/2020,$AAPL Futures are green. Let’s make some money tomorrow 💰💰💰
640,24/08/2020,$AAPL I love the unity for faith in AAPL in here... we are all in this together ❤ 💜 ♥
641,24/08/2020,$AAPL Don’t rule out the Dow up 500+ Monday! This should carry the load! 👍
642,24/08/2020,$AAPL 3 words to live by: Don’t...short...Apple! 🍏
643,24/08/2020,$AAPL Sold this at 469 call me a clown I know I deserve it 🤦‍♂️😔
644,24/08/2020,$AAPL it’s not even 7am yet 😈
645,24/08/2020,$AAPL  The Bears have left the Building and are Headed to Bear week🤑🤑🤑🤑🤑🤑
646,24/08/2020,$AAPL +40$ day again ?👀
647,24/08/2020,$AAPL bought a few shares for the split!🧐
648,24/08/2020,$AAPL $550-$575 before split ... been saying it ... this week will be legendary 🚀
649,24/08/2020,$AAPL ... I had a wonderful dream last night this was at $504 .... then I woke up to reality 🤯
650,24/08/2020,$AAPL just bought 2 shares to hold🥶
651,24/08/2020,$AAPL shake the weak hands and give me the 💰
652,24/08/2020,$AAPL guys get ready for the launch 🚀
653,24/08/2020,"$AAPL bout to buy my first Lamborghini with all these gains. 

🏎 

(Hot wheels) lol made you look"
654,24/08/2020,$AAPL Holding long calls never felt this good😎✅
655,24/08/2020,"$AAPL picked up 200 more shrs to round me out at 1500, i hope it’s a profitable move💵💵💵"
656,24/08/2020,"$AAPL little dips don’t faze me,I got hands of steel 🥱"
657,24/08/2020,$AAPL up 1% after a huge day and bears think the end is here 😂
658,24/08/2020,$AAPL even though my weeklies are getting thrashed I'm very happy seeing this rally 🙂
659,24/08/2020,$AAPL y’all ready to party till August 28th!! 🍾🍾🍾
660,24/08/2020,"$AAPL solid day, lads. Hold long, hold strong 🤝"
661,25/08/2020,Will $AAPL keep moving up $10/day post split? 😆
662,25/08/2020,"$AAPL Only weak hearted people will sell between today and August 31, when the stock splits.  Obviously, people will line up to buy the stock after the split at ~$130 per share✅., making it move higher."
663,25/08/2020,$AAPL Cowen Raises Apple (NASDAQ:AAPL) Price Target to $530.00. Hell yeah that’s great news!!💰💰
664,25/08/2020,$AAPL bullish divergence on the hourly 🤞
665,25/08/2020,"$AAPL Yesterday we were up $15 pre-market then went down, so for today I’m liking the red pre market, tells me we will rip 🏄‍♂️"
666,25/08/2020,$AAPL say hello to my little giant friend ! Apple Beast 🚀
667,25/08/2020,"$AAPL I have always been long on Apple. Once it hits 475, loading more. 💪🏼💪🏼"
668,25/08/2020,$AAPL ahhhhhh I WANT TO ADD MORE IN MY LONG TERM.. 😇 did we hit the bottom yet. 😬
669,25/08/2020,$AAPL only one good day for bears 😂😂
670,25/08/2020,$AAPL Money Manager Profit Taking Day. 📈
671,25/08/2020,"$AAPL it’s a no brainer 🤣
Buy the dip 💰💰💰💰💰"
672,25/08/2020,$AAPL cup and handle here breakout incoming 😊✌️
673,25/08/2020,$AAPL if you can hold during this time your calls will be gold. 💰💰💰the rally is coming this week for the FOMO traders
674,25/08/2020,$AAPL jeZzz get the fack back to 500$ already 😅
675,25/08/2020,$AAPL let’s go 2:30 fly or die time for the day will fly thanks for the cheap calls 😘
676,25/08/2020,$AAPL there’s no growth here. Youre all gonna feel the pain soon. 🥊💈✂️
677,26/08/2020,$AAPL this guy said I’m not scared. 500 at 505. 😎
678,26/08/2020,$AAPL break over 506.70 and to the moon🤑🤑🤑🤑
679,26/08/2020,$AAPL if apple start selling masks with Apple 🍏 logo on it I will definitely buy it!!!!!  🤣❤️
680,27/08/2020,$AAPL …even I will be enticed to buy more shares if I see a 1 in front of the share price 🤔 ...psychologically 🧠 will look cheap ! … I’m sure many others will feel the same
681,27/08/2020,$AAPL oh apple you are a money printing machine for me 🍎👌
682,27/08/2020,$AAPL I have a boatload of shares at $507 average can this thing stop getting so close and teasing me and make me some money? 😂
683,27/08/2020,$AAPL It'll open at $510 or more 🙏🏾✈️🚀🌕💵
684,27/08/2020,$AAPL whats up aapl. You perky? You ready to run? Aww how bullish of you. 😊 be patient. 🧘‍♂️ daddy wants to buy the dip. Be patient
685,27/08/2020,"$AAPL Between today and tomorrow this will easily get back to 510-515 the split is getting into everyone’s head , plus the major upgrade especially regarding 5g capability with the next phone !!🚀🚀🚀"
686,27/08/2020,"$AAPL 10:30 on, a steady climb all day 🚀"
687,27/08/2020,$AAPL bid placed for 14 shares @503. I just want to have an even amount after split. 😉
688,27/08/2020,$AAPL Holding my $460 average share price. we will see what tomorrow brings... 🤑🚀🤑
689,27/08/2020,$AAPL gaps just filled  idk why y’all selling it?😂 🚀🚀🚀
690,27/08/2020,$AAPL  back to $500 land 🤟🏻🍿 🚀 💰💰💰LETS GO !!!!
691,27/08/2020,"$AAPL bear 🐻 here fail big time, @ $410 over price, $450 over price, $500 over price. LoL you wait after split we will back to $500  lol"
692,27/08/2020,"$AAPL if u have calls for tomorrow, your waking up to them at $0.00😢"
693,28/08/2020,$AAPL what happend to the 600 yall was pumpin 2 days ago lmfao😅😅😅😅
694,28/08/2020,"$AAPL all the hype saying it was gonna soar today 🖕🏾🤬 

We’ll see what it does throughout the day"
695,28/08/2020,$AAPL flatlandia 💩 split is coming for 500$ sorry bulls
696,28/08/2020,$AAPL RIP Aapl 🥴😂 tf was that
697,29/08/2020,$AAPL Apple at $125 looks so attractive! Boy next week we should rock & roll up all week!! Stocks on go up 📈📈📈📈📈
698,29/08/2020,$AAPL here is what my options look like on TD 😂.   Been like this all day
699,30/08/2020,$AAPL this is gonna be a amazing ride for a long time. 🙂
700,30/08/2020,$AAPL so how do we convince the market to allow Apple to trade at 1100x P/E?   It would be 3500$ post split 💰💰💰💰 one can dream 😏
701,30/08/2020,$AAPL I’m dreaming 😂😭😭😭😭😭 one day maybe. Yes I am small time let me live....big bag alert 😅
702,30/08/2020,$AAPL 108 contracts 1.51 break even price 😭😭
703,31/08/2020,$AAPL holding my 🍎 stock to 10T MKT CAP!
704,31/08/2020,$AAPL 😂😂😂 below 100 over 200 make up your minds
705,31/08/2020,$AAPL maybe this will be a reality this week 😂 NQ up almost 100 points
706,31/08/2020,$AAPL Bought 5 more shares today! 🍏🍎🍏
707,31/08/2020,$AAPL omg 😱 buy!buy!buy !  jim cramer  voice
708,31/08/2020,$AAPL if it goes below $120 I am buying more. Buy at every dip. Your future self will thank you 🍏🍏
709,31/08/2020,"$AAPL hoy es el dia de comprar corillo, esto va pa’ arriba de una 📈"
710,31/08/2020,"$AAPL Hmm, waiting fir a dip to munch more Apples 🍏 🤣🤣🤣"
711,31/08/2020,$AAPL guys move all your $$$ to Schwab. What’s wrong with you? Robinhoodies never learn 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️
712,31/08/2020,$AAPL We’ll....at least this site is working 🙄
713,31/08/2020,$AAPL Please join your good buddy TSLA and start running for me. 🙏🏻🍏💸
714,31/08/2020,$AAPL too heavy in aapl 125C 9/4 😂😂😂🥴🥴 in papa tim we trust
715,31/08/2020,$AAPL it’s overvalued 🤡🤡🤡 —- be my guest and short it!!!
716,31/08/2020,$AAPL Man come on Apple I know you got more in the tank. 🙏🏾 ✈️ 🚀 🌕 💵
717,31/08/2020,$AAPL Hold Long you won’t be sorry😉
718,31/08/2020,"$AAPL bought sept 18 132.5 calls in 3.05 📈 
💰💰💰"
719,31/08/2020,$AAPL I’m loving this new price 🔥🍏
720,31/08/2020,$AAPL lord have mercy!!! Whoa baby💰💰💰💰💰💰💰🤗🤗🤗🤗🥂🥂🥂🥂🍷🍷🍷🍷🍷
721,31/08/2020,$AAPL scooped up 150 jan calls.... easy money 💸
722,31/08/2020,$AAPL how you even gana call a stock like apple bearish 😂😂💰💰
723,31/08/2020,$AAPL a little weird how volatile this 2trillion market cap company is moving in the after hours. Wtf 🤔
724,31/08/2020,$AAPL if you guys think apple is just going to cool off after all this then you’re wrong😂
725,1/9/20,$AAPL SPAQ/Fisker sure to be doing something together. 🍎
726,1/9/20,"$AAPL

This is hopeful!!! 

Mostly green days until it reaches $200

🍎💵💚💯👍"
727,1/9/20,$AAPL still undervalued considering 80% of the people reading this are doing so on an Apple product. 🤨💰
728,1/9/20,$AAPL Longs be like... We ain’t sellin❗️🐂💰🚀💰🚀
729,1/9/20,$AAPL futes are ripping hard!🤑🤑🤑🚀🚀🚀🌝🍾🍾$$$
730,1/9/20,"$AAPL Today was Tesla day everyone was buying it , I see Apple picking up steam tomorrow.  Since price is still very reasonably close to split price 📈✅💰"
731,1/9/20,$AAPL It has begun ascending back to 200$ end of month 😇
732,1/9/20,$AAPL 110.70 euros = $132.61 usd 🤑
733,1/9/20,$AAPL Lovely. 😎💰🙏🏻 Hope to see 200 soon :)
734,1/9/20,$AAPL why are you trying to short this 😂😂😂
735,1/9/20,$AAPL when will my 9/11 $140 call start to print?🤔
736,1/9/20,$AAPL all these bears posting last night lol. Maybe there will be a few less of them tonight 🤷
737,1/9/20,"$AAPL Options 24,000 September 4 contracts @$140 💰💰💰💰💰💰💰💰💰💰💰💰💰💰🔥🔥🔥🔥🔥🔥🔥"
738,1/9/20,$AAPL my only question is do I buy another long call decisions 🤔
739,1/9/20,"$AAPL September 4th contracts finally showing up 🔥🔥🔥🔥 let’s go $140

Today is a huge day baby 🎂🍻"
740,1/9/20,"$AAPL Fall 🎃 catalysts.....new iPad air, watches and 350 million of 950 million global iPhone users have not upgraded in 3.5 years."
741,1/9/20,$AAPL and the iphone 12 hasnt even come out yet😎💵💵💵
742,1/9/20,$AAPL There's your dip folks. Jump in while the water is warm 😊👍
743,1/9/20,"If $AAPL hits $150 by EOW, I will etransfer $20 USD to a random person that likes this post. 💰"
744,1/9/20,$AAPL I’m still having my 👀 on $140+ for EOW
745,1/9/20,$AAPL my apple Jan250s ‘22 are already up 63% 🤣🤑🤣
746,2/9/20,"$AAPL lol Maybe $150 by next week . Did we deadass close at an ATH (after the split) , ah ? Lol that’s amazing 🥰"
747,2/9/20,$AAPL buying now and holding till im 80😎
748,2/9/20,"$AAPL Sooooo, Apple is in the future business (patents awarded) for vehicle component production huh??? Shoot, holding onto long calls now for sure😘🔥✅"
749,2/9/20,$AAPL 2.3T already? Lol 🚀 I’m buying more AAPL tomorrow.
750,2/9/20,$AAPL Project TITAN? Is the fuel we’ve been missing for that magical 5-10% day pump?!? 😍
751,2/9/20,"$AAPL Porsche has collaborated with Apple to bring Apple Music to the upcoming ""Taycan"". This is the first-ever full integration of ‌Apple Music‌ in any vehicle.🤑🤑🌪🌪🌪"
752,2/9/20,$AAPL You seeing 15k for the price?  I thought I was rich for a while 😂
753,2/9/20,$AAPL 10 mil volume dip holy.......😳😳
754,2/9/20,$AAPL  How to spot the market manipulators... Buy the dump!  Do not sell!  Trigger the short squeeze!  🚀🚀🚀
755,2/9/20,$AAPL : Tutes want easy money greedy 🐓‘s
756,2/9/20,$AAPL come on Apple daddy needs some new shoes 😅😅
757,3/9/20,$AAPL aye bulls how y’all looking 🤣
758,3/9/20,$AAPL lol oh dear Martha get the mop Apple Mr 5G just puked !!! Lol 😂🤣😂🤣😂🤣😂🤣😂🤣🤣😂🤣
759,3/9/20,$AAPL if this brakes 125 pre split price 😂
760,3/9/20,"$AAPL 

I want to see this at under 1T until they start making everything in America. 🤮"
761,3/9/20,$AAPL Sold my puts way too early left a lot on the table... Shoutout bears with a bigger 🥜 sack than me 💪🏼
762,3/9/20,$AAPL More like buy the landslide 😂
763,3/9/20,$AAPL hahaa 😂 chiao. Panic firs not the last
764,3/9/20,$AAPL it’s going to nose dive tomorrow bigly 😎😤
765,3/9/20,$AAPL this is go up! 😂😂🤪🤪🤪. So you thought it was!
766,3/9/20,$AAPL needs to cool of it can’t run up all the time guys what are you nutssss????😂😂😂😂
767,3/9/20,$AAPL it’s a great company not @ this price tho 😂
768,3/9/20,$AAPL 😳👍🪂109 is your support please stop buying
769,3/9/20,$AAPL been die laughing all day 🤣🤣🤣🤣😂😂😂😂😂
770,3/9/20,$AAPL you know what's funny? This is just the beginning 😂
771,3/9/20,Who else bought $AAPL yesterday on margin?! 😅😅
772,3/9/20,$AAPL 118 already. Tomorrow is going to be just as bad. See ya then! Time to celebrate big gains today 🥂
773,3/9/20,$AAPL There is no doubt that it will fall back wherever it rises，  We will see under $100 -$80 soon 📉📉
774,3/9/20,$AAPL $95 is my 🎯 for EOM. RH is gonna learn.
775,4/9/20,"$AAPL I love it when it takes months to push it up high, but shorts can bring it down in 2 days. Rigged system and evil people rule the world 😂 hope the poor and medium class is gone by 2020. Can’t wait to see it happen 🤩"
776,4/9/20,$AAPL I’ll be sooooo bullish next week ❤️ the company and everything about it . I’ll get a huge discount because of my average IQ .😂🤣😂🤣🤣🤣🤣
777,4/9/20,"$AAPL more room to go down 
180 pre split seems right. Aka 45  now
Imagine 😅"
778,4/9/20,$AAPL CLOSE UNDER 120 tomorrow and I’m richhhhhh off of SPREADS 🐐🕺🏾🕺🏾
779,4/9/20,"$AAPL overvalued pig...and greedy piggies will get slaughtered. 

Imagine buying the top because of a stock split. Yikes!!

Timbeeeeer 🎶🎶"
780,4/9/20,$AAPL you guys doom😎😎 my puts rich
781,4/9/20,$AAPL wow a whole 1M jobs recovered 🤣.
782,4/9/20,$AAPL anyone who believes these politically driven employment numbers are real is 🤡
783,4/9/20,$AAPL great shirt again at $123-$124 ... will drop to $117-115 🐻
784,4/9/20,$AAPL everyone “omg unemployment rate is so low” 😂😂
785,4/9/20,"$AAPL 
Is this the end of the Apple regime!! 😫😫 My 15k option is looking ugly!!"
786,4/9/20,$AAPL made $30 from puts i was panicking so i sold🤦‍♀️😂
787,4/9/20,$AAPL loaded calls.... waiting game now. Portfolio shaved by 66% 🥺. I’ll wait till November! $137 by then!
788,4/9/20,$AAPL Happy Y2K tech bubble like burst!  🥂!
789,4/9/20,$AAPL I guess people aren't posting enough rocket ships? 🚀
790,4/9/20,$AAPL Time to sell everything.. And save for better times 😑🦄
791,4/9/20,$AAPL 90.00 I'm calling it now 😆
792,4/9/20,$AAPL buuurn baby burn🔥🔥🔥 let’s see $100 then everyone can be rich together :)
793,4/9/20,"$AAPL 

My MacBook Pro is actually having a hard time running Stocktwits’s. I agree with the previous guys comment. It’s kinda sad 😂"
794,4/9/20,$AAPL look at this people can't sell fast enough 😅
795,4/9/20,$AAPL sold all my calls before close for 70% gains😍😍 think most of the movement was based on options expiring today. long weekend everyone stay blessed✌️
796,4/9/20,$AAPL very pleased with close. Made some profit while still keeping inital pos post split that is up 40 percent. cannot wait to see what happens Tuesday 💪🏻
797,5/9/20,$AAPL heard 🍎 has secret vr product that might be introduced before the end of the year.
798,5/9/20,$AAPL I hope 120 is the bottom 😅
799,7/9/20,$AAPL Apple doesn’t usually correct for long. But when it does it’s violent and viscous. Good luck ✌️
800,7/9/20,$AAPL can’t wait to hear all the bulls cry tomorrow when their calls are worthless 😂😂😂
801,8/9/20,$AAPL oh no.. the Tec bubble is bursting 😔😢
802,8/9/20,$AAPL making a fool of bulls in PM so far 🤷🏻‍♂️
803,8/9/20,"$AAPL 
I’m fucked! Wish I bought stocks instead of options!! 😡😰"
804,8/9/20,"$AAPL why when a stock sells off 10% everyone says it’s manipulation, but if a stock goes 1000% in one trading day, they say it’s incredible gains? 🤔🤔🤔"
805,8/9/20,$AAPL I’m done losing money here I’m out👋
806,8/9/20,"$AAPL Cook is a Crook! #shittycompany

P.s. CEO will announce reverse split soon once his 💩💩💩 comes out"
807,8/9/20,$AAPL this is an artery bleed not a scratch 😳
808,8/9/20,$AAPL IT’S BEAR SEASON BOYS IF YOU LOSE MONEY TODAY YOU’RE NOT TRYING 🐻
809,8/9/20,$AAPL this isn’t just a dip 🤷‍♂️
810,8/9/20,$AAPL I told you the Russians were coming. 😢 they sunk our stocks.. not only are they trading on American accounts they are officially trading on the Moscow Stock exchange too. Russia’s is pro-trump which’s translates to anti-America
811,8/9/20,$AAPL fell back asleep.😴  well.. r.i.p to my tsla and appl calls 😆😆. Good news  is only $600. Glad i didn't go too crazy. Now its time to make that back👀
812,8/9/20,$AAPL Say byeeee byeee to your ASSETS 👋🏽📈 💰
813,8/9/20,$AAPL Tim Cook sold this stock. Why u still in it ?💩💩👎👎 $100 coming eow
814,8/9/20,$AAPL Not going to lie bulls I’ve been buying the dip since Wednesday.... not the dip you bought tho the real dip was on puts 🤣🤣🤣
815,8/9/20,$AAPL I have a great idea.. let’s keep listening to these all these bulls and we’ll be fine! 🤦‍♂️🤦‍♂️
816,9/9/20,"$AAPL I'm a buyer @ 90,so drop let it fall some more please 😁"
817,9/9/20,$AAPL short term bear long term bull 👍🏻
818,9/9/20,$AAPL Apple and Tesla bulls get ready for that Jonestown kool aid tomorrow 🤡
819,9/9/20,"$AAPL time to sell, this will dump more tomorrow 🤣"
820,9/9/20,"$AAPL looking good 😆🦄🧁🍧🍩🍭 
 
 Futesss Up 0.93%  
 
... lost 16%+ since sept 1"
821,9/9/20,$AAPL ok.. I'm a bear now. A unicorn bear. 🦄
822,9/9/20,$AAPL hey tbh I’m a bear and I’m kinda scared 😂😂🙏
823,9/9/20,$AAPL Donna love the dip this morning 🤤🤤🤤 then I’ll enter
824,9/9/20,$AAPL start wit a red candle 🚑
825,9/9/20,$AAPL lol stock dropped 18% in 2 days up barely 5% today lol who’s winning !!! 🤣😂🤣
826,9/9/20,$AAPL it’s below vwap... down she goes 😢
827,9/9/20,$AAPL An end to an excellent green day. Good job Bulls!  👏👏👏👏👏
828,9/9/20,$AAPL previous resistance becomes new support😉⌚️📱🖥
829,9/9/20,$AAPL Cramer CNBC Expects big buying tomorrow 💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰🚀🚀💰
830,9/9/20,$AAPL This time next year we’ll be $300. Long and strong 💪🍏
831,10/9/20,"$AAPL Well, Im happy for green today. 🍎"
832,10/9/20,$AAPL yah baby bot 2000 she’s yesterday at 113.75 sold today at 118.65 now that’s easy money Twit clowns 🤡🤣🤣🤣🤣
833,10/9/20,$AAPL this losing money thing is fun 😅
834,10/9/20,$AAPL Given a $150.00 Price Target by JPMorgan Chase & Co. 🍏
835,10/9/20,"$AAPL Has $125 today written all over  
Buying🚀🚀🚀"
836,10/9/20,$AAPL I feel like they created the rocket emoji just for Stocktwits 🚀🚀🚀🚀
837,10/9/20,$AAPL sold this morning waiting to see if this holds $116. ✅
838,10/9/20,$AAPL relax guys it’s the usual lunch dip. Some needed lunch money we still 🚀 to $120 EOD. Tuesday Is Apple event $125 minimum after that hold and buy dips as they come
839,10/9/20,$AAPL loaded up some January 120 calls 🤟
840,10/9/20,$AAPL What a focking shiiitt show before pump 😂 the
841,10/9/20,$AAPL wow this market is a joke so volatile 🤦🏻‍♀️
842,10/9/20,$AAPL everyone overreacts to no stimulus. 🤦‍♂️
843,10/9/20,"$AAPL load up the trucks... Apple fire sale.. nuts not to buy as much as you can at this price... 5G PR soon!! 🚀🚀🚀🚀
And I predict a media/content acquisition!! Save this post!!! They will buy something soon.."
844,10/9/20,$AAPL bulls learning a painful lesson this week stonks can actually drop lol 😂🤣😂😂
845,10/9/20,$AAPL If these crooks pump after hours they will dump during market hours. garbage👎🏼
846,10/9/20,$AAPL wheres all my 125+ 🤡 at from PM this morning!
847,10/9/20,$AAPL Breaking news! 🍎 is getting into the grocery business!!! Lol
848,11/9/20,$AAPL 👀 no volume? Price tinkering? New bulls trap? 🤔🤔🤔 why the gap?  It’s a buyers beware sign. 😏
849,11/9/20,$AAPL going to dump hard today my puts are amazing 😉
850,11/9/20,$AAPL pre market will be up. Then soon as market opens down it goes.  🍏 such a great penny stock 😁
851,11/9/20,$AAPL who likes tanky tank shorts 🤠
852,11/9/20,$AAPL underpeforms when nasdaq goes up and when it goes down 😂 just lost a dollar in relative performance just since 9:30
853,11/9/20,"$AAPL what do you think bulls? 120, 130, how about 150 EOD? 😂🤣😘"
854,11/9/20,$AAPL wow should I buy puts at $100?😂
855,11/9/20,$AAPL WTF is going on. Honey plz grab my seat belt😭😢
856,11/9/20,"$AAPL who els wants it to drop more ? 🤑 patiently waiting to add tons of calls . cause ones it goes up, IT WILL GO UP"
857,11/9/20,"$AAPL Spent all day crying I guess. My puts are now green 100+% 😞 

Permabull delusion."
858,11/9/20,"$AAPL Who is behind this Balloon ? 🧸🎈🎁 
 
No it’s not Tim Cook..."
859,11/9/20,$AAPL sad.. the algos couldn’t even give the market a nice patriotic green day pump for 9/11 😳
860,11/9/20,$AAPL That’s the way make my put print 🤑
861,11/9/20,"$AAPL owners start 💩💩💩 after 9/15, when crook shows new expensive 💩💩💩"
862,11/9/20,$AAPL gl all. Try to get some rest this weekend. Monday should be fun 😎
863,11/9/20,$AAPL wall street crooks taking this lower👎🏼💩
864,12/9/20,$AAPL buy the fear sell the rip 🚀
865,12/9/20,$AAPL I have Oct 9th - $120 calls. Down 50% so far. I’m toast 🥺
866,13/09/2020,$AAPL ooopsh thanks for the reminder ☺️
867,14/09/2020,"$AAPL What time is the streaming announcement by Tim Cook on Tuesday, I’ve not heard what time yet?
Thanks in advance!
💰💰🚀🚀"
868,14/09/2020,"$AAPL 

Excited to see what we open at 🔥 115 , 116 , 116.50????? 😍🙏🏼"
869,14/09/2020,"$AAPL newbies welcome 😝 PUMP IT 
I’m ready for itttt"
870,14/09/2020,"$AAPL Sweet dreams to all and hope for the best this week, I need to go back to sleep.🍏"
871,14/09/2020,$AAPL We opening @ $116+ today and chugging along to $120. 🚂🚂🚂
872,14/09/2020,$AAPL up $2 and my calls are up 0.9 delta. Yet $2 down is a loss of 3 delta 🤡
873,14/09/2020,$AAPL what does Apple have in store for us tomorrow?? Hmmmm 🚀🚀🚀
874,14/09/2020,$AAPL we neeed more bears 🐻 to come out n buy more puts so we can squeeze to 118$
875,14/09/2020,"$AAPL Not a 🐻 in sight, it's been so peaceful!"
876,14/09/2020,$AAPL back to $140 after the event tomorrow 🚀🚀🚀😁
877,14/09/2020,$AAPL 117 close will be nice and 120 open tomorrow 😍
878,14/09/2020,$AAPL Finally the buyers are scrambling - in during the last hour!✅
879,14/09/2020,$AAPL Apple leaker Prosser says his source is 100% sure iPhone is announced tomorrow. 😳
880,14/09/2020,"$AAPL bears: “get out while you can, this is going under $100 soon” 🐻 🤡"
881,14/09/2020,$AAPL big day tomorrow and we are super green 🥳💸
882,15/09/2020,$AAPL Bears going back to their old ways. Tough life 🥺
883,15/09/2020,$AAPL Did everyone forget about AppleOne Bundle. Shhh😉😉
884,15/09/2020,"$AAPL give me LIT 🔥 tomorrow at 10am 

I want to over kill the bears 

🔥🐻"
885,15/09/2020,"$AAPL amazing setup here, regardless of the Apple event 😉"
886,15/09/2020,$AAPL puts will be stuck in their ass😂🚀🚀
887,15/09/2020,$AAPL Start filling up the cart 🛒
888,15/09/2020,$AAPL will touch 115 after we fly to 120 🚀🚀🚀🚀
889,15/09/2020,$AAPL 115 WAS MY LVL TO ADD MORE... LOOK AT THIS VOLUME GUYS! 😍🔥💸
890,15/09/2020,$AAPL Planning to scalp thiis mug with the product launch🍿🍿🍿🍿
891,15/09/2020,$AAPL Show starts in 1.5 hrs 🍿
892,15/09/2020,$AAPL the fact that some bears expect this to hit $50 or $”200” pre split for it to correct 🤦🏻‍♂️
893,15/09/2020,$AAPL alright who else caught that fatty 🍑
894,15/09/2020,$AAPL the poor that can’t afford Apple will always hate on it  🥴 lick these apples 🍎
895,15/09/2020,$AAPL Who tf owns puts on Apple at this price 💀😂
896,15/09/2020,$AAPL people sell Apple now because will be to high soon 😆??? 130-140-150
897,15/09/2020,$AAPL everyone who cries that there was no iPhone presentation is just stupid. We all did know that already. Second event will come about iPhone 12 and maybe even more... 🚀🚀
898,15/09/2020,$AAPL lol @ all these short-term bulls trying to profit off their weekly calls 🤣🤣🤣 play Apple long & you can’t lose
899,15/09/2020,"$AAPL just relax , never worried with this ☝️, buy every every dip , just hodl"
900,15/09/2020,$AAPL buying more 🍏the sheep don’t get it
